start_event_idx,end_event_idx,start_n,end_n,length_events,max_gap,sum_gap,mean_abs_y,branch_types
9168,9168,8069634,8069634,1,1532,1532,7.334329,{0: np.int64(1)}
8507,8507,5780882,5780882,1,1458,1458,7.284821,{1: np.int64(1)}
9171,9171,8071314,8071314,1,1678,1678,7.425358,{1: np.int64(1)}
8505,8505,5779423,5779423,1,2056,2056,7.628518,{0: np.int64(1)}
9174,9174,8072996,8072996,1,1680,1680,7.426549,{0: np.int64(1)}
9180,9180,8086150,8086150,1,3672,3672,8.208492,{0: np.int64(1)}
9182,9182,8087179,8087179,1,1028,1028,6.93537,{1: np.int64(1)}
8537,8537,5908549,5908549,1,30774,30774,10.334425,{0: np.int64(1)}
8653,8653,6248951,6248951,1,216,216,5.375278,{0: np.int64(1)}
8651,8651,6248734,6248734,1,648,648,6.473891,{1: np.int64(1)}
8649,8649,6248085,6248085,1,440,440,6.086775,{0: np.int64(1)}
8647,8647,6247644,6247644,1,1318,1318,7.183871,{1: np.int64(1)}
8645,8645,6246325,6246325,1,2668,2668,7.889084,{0: np.int64(1)}
8643,8643,6243656,6243656,1,8000,8000,8.987197,{1: np.int64(1)}
9101,9101,8034718,8034718,1,806,806,6.692084,{1: np.int64(1)}
8633,8633,6234144,6234144,1,1546,1546,7.343426,{1: np.int64(1)}
9104,9104,8035426,8035426,1,706,706,6.559615,{0: np.int64(1)}
8627,8627,6230952,6230952,1,1942,1942,7.571474,{1: np.int64(1)}
8625,8625,6229009,6229009,1,173,173,5.153292,{0: np.int64(1)}
8623,8623,6228835,6228835,1,266,266,5.583496,{0: np.int64(1)}
9107,9107,8036582,8036582,1,1154,1154,7.050989,{1: np.int64(1)}
8615,8615,6228299,6228299,1,34,34,3.526361,{0: np.int64(1)}
8611,8611,6228262,6228262,1,18,18,2.890372,{1: np.int64(1)}
8568,8568,6180076,6180076,1,1066,1066,6.971669,{0: np.int64(1)}
8605,8605,6226882,6226882,1,383,383,5.948035,{1: np.int64(1)}
8603,8603,6226498,6226498,1,1572,1572,7.360104,{1: np.int64(1)}
8597,8597,6224142,6224142,1,438,438,6.082219,{1: np.int64(1)}
8595,8595,6223703,6223703,1,3988,3988,8.291045,{0: np.int64(1)}
8593,8593,6219714,6219714,1,11960,11960,9.389323,{1: np.int64(1)}
8591,8591,6207753,6207753,1,1250,1250,7.130899,{0: np.int64(1)}
8589,8589,6206502,6206502,1,3748,3748,8.228978,{1: np.int64(1)}
8587,8587,6202753,6202753,1,2292,2292,7.73718,{0: np.int64(1)}
8585,8585,6200460,6200460,1,6876,6876,8.835792,{1: np.int64(1)}
8583,8583,6193583,6193583,1,1148,1148,7.045777,{0: np.int64(1)}
8581,8581,6192434,6192434,1,3440,3440,8.143227,{1: np.int64(1)}
8579,8579,6188993,6188993,1,1268,1268,7.145196,{0: np.int64(1)}
8577,8577,6187724,6187724,1,3804,3804,8.243808,{1: np.int64(1)}
8574,8574,6183918,6183918,1,1920,1920,7.56008,{0: np.int64(1)}
8571,8571,6181996,6181996,1,1918,1918,7.559038,{1: np.int64(1)}
9110,9110,8037840,8037840,1,1256,1256,7.135687,{0: np.int64(1)}
9269,9269,8196011,8196011,1,220,220,5.393628,{0: np.int64(1)}
9271,9271,8196112,8196112,1,100,100,4.60517,{1: np.int64(1)}
9277,9277,8200455,8200455,1,870,870,6.768493,{0: np.int64(1)}
9279,9279,8202368,8202368,1,1912,1912,7.555905,{1: np.int64(1)}
9281,9281,8203007,8203007,1,638,638,6.458338,{0: np.int64(1)}
9283,9283,8209946,8209946,1,6938,6938,8.844769,{1: np.int64(1)}
9285,9285,8212261,8212261,1,2314,2314,7.746733,{0: np.int64(1)}
9287,9287,8219462,8219462,1,7200,7200,8.881836,{1: np.int64(1)}
9293,9293,8227473,8227473,1,942,942,6.848005,{0: np.int64(1)}
9295,9295,8229040,8229040,1,1566,1566,7.35628,{1: np.int64(1)}
8345,8345,5713159,5713159,1,36,36,3.583519,{0: np.int64(1)}
8338,8338,5712841,5712841,1,526,526,6.265301,{1: np.int64(1)}
8336,8336,5712314,5712314,1,1012,1012,6.919684,{0: np.int64(1)}
9297,9297,8229563,8229563,1,522,522,6.257668,{0: np.int64(1)}
9299,9299,8231350,8231350,1,1786,1786,7.487734,{1: np.int64(1)}
9189,9189,8104324,8104324,1,13608,13608,9.518413,{1: np.int64(1)}
9303,9303,8232208,8232208,1,260,260,5.560682,{1: np.int64(1)}
9305,9305,8232297,8232297,1,88,88,4.477337,{0: np.int64(1)}
8323,8323,5700017,5700017,1,1916,1916,7.557995,{0: np.int64(1)}
9307,9307,8233400,8233400,1,1102,1102,7.004882,{1: np.int64(1)}
8315,8315,5691441,5691441,1,20,20,2.995732,{0: np.int64(1)}
8312,8312,5691419,5691419,1,18,18,2.890372,{1: np.int64(1)}
8310,8310,5691400,5691400,1,74,74,4.304065,{0: np.int64(1)}
9313,9313,8234291,8234291,1,104,104,4.644391,{0: np.int64(1)}
8308,8308,5691325,5691325,1,222,222,5.402677,{1: np.int64(1)}
8306,8306,5691102,5691102,1,226,226,5.420535,{0: np.int64(1)}
9315,9315,8234382,8234382,1,90,90,4.49981,{1: np.int64(1)}
9317,9317,8234413,8234413,1,30,30,3.401197,{0: np.int64(1)}
8304,8304,5690875,5690875,1,678,678,6.519147,{1: np.int64(1)}
8302,8302,5690196,5690196,1,134,134,4.89784,{0: np.int64(1)}
8300,8300,5690061,5690061,1,400,400,5.991465,{1: np.int64(1)}
9301,9301,8231947,8231947,1,596,596,6.390241,{0: np.int64(1)}
9206,9206,8126854,8126854,1,914,914,6.817831,{0: np.int64(1)}
8485,8485,5761191,5761191,1,1112,1112,7.013915,{0: np.int64(1)}
9208,9208,8128019,8128019,1,1164,1164,7.059618,{1: np.int64(1)}
9210,9210,8128408,8128408,1,388,388,5.961005,{0: np.int64(1)}
8479,8479,5756801,5756801,1,460,460,6.131226,{0: np.int64(1)}
9212,9212,8132631,8132631,1,4222,4222,8.348064,{1: np.int64(1)}
9219,9219,8135431,8135431,1,458,458,6.126869,{0: np.int64(1)}
8473,8473,5754963,5754963,1,640,640,6.461468,{0: np.int64(1)}
9222,9222,8140179,8140179,1,4746,4746,8.465057,{1: np.int64(1)}
8467,8467,5752413,5752413,1,372,372,5.918894,{0: np.int64(1)}
9224,9224,8141762,8141762,1,1582,1582,7.366445,{0: np.int64(1)}
8461,8461,5751067,5751067,1,1048,1048,6.954639,{0: np.int64(1)}
9227,9227,8142602,8142602,1,838,838,6.731018,{1: np.int64(1)}
9230,9230,8143444,8143444,1,840,840,6.733402,{0: np.int64(1)}
8454,8454,5746880,5746880,1,38,38,3.637586,{0: np.int64(1)}
9267,9267,8195790,8195790,1,656,656,6.486161,{1: np.int64(1)}
9265,9265,8195133,8195133,1,650,650,6.476972,{0: np.int64(1)}
9263,9263,8194482,8194482,1,1948,1948,7.574558,{1: np.int64(1)}
8402,8402,5738822,5738822,1,176,176,5.170484,{0: np.int64(1)}
8404,8404,5738851,5738851,1,28,28,3.332205,{1: np.int64(1)}
8407,8407,5738883,5738883,1,30,30,3.401197,{0: np.int64(1)}
8410,8410,5738983,5738983,1,98,98,4.584967,{1: np.int64(1)}
9261,9261,8192533,8192533,1,230,230,5.438079,{0: np.int64(1)}
9233,9233,8155622,8155622,1,12176,12176,9.407222,{1: np.int64(1)}
9257,9257,8191615,8191615,1,1034,1034,6.94119,{0: np.int64(1)}
9255,9255,8190580,8190580,1,3098,3098,8.038512,{1: np.int64(1)}
9253,9253,8187481,8187481,1,1836,1836,7.515345,{0: np.int64(1)}
9245,9245,8178466,8178466,1,1411,1411,7.252054,{1: np.int64(1)}
9243,9243,8177054,8177054,1,1632,1632,7.397562,{1: np.int64(1)}
9241,9241,8175421,8175421,1,3486,3486,8.15651,{0: np.int64(1)}
9239,9239,8171934,8171934,1,10452,10452,9.254549,{1: np.int64(1)}
8447,8447,5746731,5746731,1,10,10,2.302585,{0: np.int64(1)}
9259,9259,8192302,8192302,1,686,686,6.530878,{1: np.int64(1)}
8771,8771,6476889,6476889,1,1986,1986,7.593878,{0: np.int64(1)}
8769,8769,6474902,6474902,1,5954,5954,8.691819,{1: np.int64(1)}
8767,8767,6468947,6468947,1,706,706,6.559615,{0: np.int64(1)}
8765,8765,6468240,6468240,1,2116,2116,7.657283,{1: np.int64(1)}
8883,8883,7485328,7485328,1,300,300,5.703782,{1: np.int64(1)}
8886,8886,7485632,7485632,1,302,302,5.710427,{0: np.int64(1)}
8889,8889,7488608,7488608,1,2974,2974,7.997663,{1: np.int64(1)}
8763,8763,6466123,6466123,1,642,642,6.464588,{0: np.int64(1)}
8895,8895,7517684,7517684,1,24304,24304,10.098396,{1: np.int64(1)}
8761,8761,6465480,6465480,1,1924,1924,7.562162,{1: np.int64(1)}
8897,8897,7525787,7525787,1,8102,8102,8.999866,{0: np.int64(1)}
8758,8758,6463554,6463554,1,104,104,4.644391,{0: np.int64(1)}
8899,8899,7608568,7608568,1,82780,82780,11.323942,{1: np.int64(1)}
8901,8901,7636163,7636163,1,27594,27594,10.225354,{0: np.int64(1)}
8903,8903,7853446,7853446,1,217282,217282,12.288951,{1: np.int64(1)}
8655,8655,6250672,6250672,1,1720,1720,7.45008,{1: np.int64(1)}
8753,8753,6463345,6463345,1,2990,2990,8.003029,{0: np.int64(1)}
8751,8751,6460354,6460354,1,8970,8970,9.101641,{1: np.int64(1)}
8905,8905,7878888,7878888,1,25441,25441,10.144117,{1: np.int64(1)}
6628,6628,4465460,4465460,1,2140,2140,7.668561,{0: np.int64(1)}
8749,8749,6451383,6451383,1,920,920,6.824374,{0: np.int64(1)}
8907,8907,7887369,7887369,1,8480,8480,9.045466,{0: np.int64(1)}
8747,8747,6450462,6450462,1,2760,2760,7.922986,{1: np.int64(1)}
8909,8909,7906788,7906788,1,19418,19418,9.873956,{1: np.int64(1)}
8745,8745,6447701,6447701,1,5088,5088,8.53464,{0: np.int64(1)}
8743,8743,6442612,6442612,1,15262,15262,9.633121,{1: np.int64(1)}
8740,8740,6427348,6427348,1,148,148,4.997212,{0: np.int64(1)}
8737,8737,6427198,6427198,1,146,146,4.983607,{1: np.int64(1)}
8735,8735,6427051,6427051,1,1684,1684,7.428927,{0: np.int64(1)}
8911,8911,7913263,7913263,1,6474,6474,8.775549,{0: np.int64(1)}
8733,8733,6425366,6425366,1,5048,5048,8.526747,{1: np.int64(1)}
8755,8755,6463448,6463448,1,102,102,4.624973,{1: np.int64(1)}
8837,8837,6742829,6742829,1,18978,18978,9.851036,{0: np.int64(1)}
8829,8829,6657722,6657722,1,629,629,6.444131,{1: np.int64(1)}
8827,8827,6657092,6657092,1,3364,3364,8.120886,{1: np.int64(1)}
8839,8839,6809136,6809136,1,66306,66306,11.102036,{1: np.int64(1)}
8821,8821,6649734,6649734,1,2024,2024,7.612831,{1: np.int64(1)}
8819,8819,6647709,6647709,1,7494,7494,8.921858,{0: np.int64(1)}
8846,8846,6843820,6843820,1,6264,6264,8.742574,{0: np.int64(1)}
8849,8849,7021684,7021684,1,177862,177862,12.088763,{1: np.int64(1)}
8859,8859,7212149,7212149,1,7792,7792,8.960853,{0: np.int64(1)}
8861,8861,7234258,7234258,1,22108,22108,10.003695,{1: np.int64(1)}
8806,8806,6580402,6580402,1,204,204,5.31812,{0: np.int64(1)}
8803,8803,6580196,6580196,1,202,202,5.308268,{1: np.int64(1)}
8801,8801,6579993,6579993,1,4688,4688,8.452761,{0: np.int64(1)}
8799,8799,6575304,6575304,1,14064,14064,9.551374,{1: np.int64(1)}
8796,8796,6561238,6561238,1,218,218,5.384495,{0: np.int64(1)}
8877,8877,7482554,7482554,1,626,626,6.43935,{1: np.int64(1)}
8789,8789,6555386,6555386,1,14958,14958,9.613002,{1: np.int64(1)}
8787,8787,6540427,6540427,1,10460,10460,9.255314,{0: np.int64(1)}
8865,8865,7355136,7355136,1,113506,113506,11.639611,{1: np.int64(1)}
8867,8867,7392973,7392973,1,37836,37836,10.541016,{0: np.int64(1)}
8785,8785,6529966,6529966,1,31376,31376,10.353799,{1: np.int64(1)}
8783,8783,6498589,6498589,1,3010,3010,8.009695,{0: np.int64(1)}
8869,8869,7421108,7421108,1,28134,28134,10.244734,{1: np.int64(1)}
8871,8871,7430487,7430487,1,9378,9378,9.146122,{0: np.int64(1)}
8873,8873,7469066,7469066,1,38578,38578,10.560437,{1: np.int64(1)}
8781,8781,6495578,6495578,1,9030,9030,9.108308,{1: np.int64(1)}
8779,8779,6486547,6486547,1,856,856,6.75227,{0: np.int64(1)}
8777,8777,6485690,6485690,1,2568,2568,7.850883,{1: np.int64(1)}
8775,8775,6483121,6483121,1,1558,1558,7.351158,{0: np.int64(1)}
8773,8773,6481562,6481562,1,4672,4672,8.449343,{1: np.int64(1)}
8875,8875,7481927,7481927,1,12860,12860,9.461877,{0: np.int64(1)}
8863,8863,7241629,7241629,1,7370,7370,8.905173,{0: np.int64(1)}
9046,9046,7985178,7985178,1,584,584,6.369901,{0: np.int64(1)}
9049,9049,7987590,7987590,1,2410,2410,7.787382,{1: np.int64(1)}
8707,8707,6375954,6375954,1,1318,1318,7.183871,{1: np.int64(1)}
9052,9052,7990004,7990004,1,2412,2412,7.788212,{0: np.int64(1)}
9058,9058,7998302,7998302,1,3534,3534,8.170186,{0: np.int64(1)}
8705,8705,6374635,6374635,1,1078,1078,6.982863,{0: np.int64(1)}
8703,8703,6373556,6373556,1,3232,3232,8.080856,{1: np.int64(1)}
8701,8701,6370323,6370323,1,204,204,5.31812,{0: np.int64(1)}
8699,8699,6370118,6370118,1,610,610,6.413459,{1: np.int64(1)}
8697,8697,6369507,6369507,1,1578,1578,7.363914,{0: np.int64(1)}
8695,8695,6367928,6367928,1,4730,4730,8.46168,{1: np.int64(1)}
8693,8693,6363197,6363197,1,4428,4428,8.395703,{0: np.int64(1)}
8691,8691,6358768,6358768,1,13280,13280,9.494014,{1: np.int64(1)}
8689,8689,6345487,6345487,1,7558,7558,8.930362,{0: np.int64(1)}
9078,9078,8022144,8022144,1,2602,2602,7.864036,{0: np.int64(1)}
8921,8921,7920059,7920059,1,326,326,5.786897,{0: np.int64(1)}
8685,8685,6315257,6315257,1,4930,4930,8.503094,{0: np.int64(1)}
8683,8683,6310326,6310326,1,14788,14788,9.601571,{1: np.int64(1)}
8681,8681,6295537,6295537,1,2004,2004,7.6029,{0: np.int64(1)}
8679,8679,6293532,6293532,1,6008,6008,8.700847,{1: np.int64(1)}
8677,8677,6287523,6287523,1,1196,1196,7.086738,{0: np.int64(1)}
8675,8675,6286326,6286326,1,3586,3586,8.184793,{1: np.int64(1)}
9081,9081,8022314,8022314,1,168,168,5.123964,{1: np.int64(1)}
8673,8673,6282739,6282739,1,1424,1424,7.261225,{0: np.int64(1)}
8671,8671,6281314,6281314,1,4270,4270,8.359369,{1: np.int64(1)}
8669,8669,6277043,6277043,1,4816,4816,8.479699,{0: np.int64(1)}
9092,9092,8029200,8029200,1,638,638,6.458338,{0: np.int64(1)}
8663,8663,6256766,6256766,1,2966,2966,7.99497,{1: np.int64(1)}
8661,8661,6253799,6253799,1,638,638,6.458338,{0: np.int64(1)}
8659,8659,6253160,6253160,1,1912,1912,7.555905,{1: np.int64(1)}
8657,8657,6251247,6251247,1,574,574,6.352629,{0: np.int64(1)}
8687,8687,6337928,6337928,1,22670,22670,10.028798,{1: np.int64(1)}
8731,8731,6420317,6420317,1,5318,5318,8.578853,{0: np.int64(1)}
8923,8923,7924616,7924616,1,4556,4556,8.4242,{1: np.int64(1)}
8729,8729,6414998,6414998,1,15952,15952,9.677339,{1: np.int64(1)}
8925,8925,7925144,7925144,1,527,527,6.267201,{1: np.int64(1)}
8727,8727,6399045,6399045,1,2727,2727,7.910957,{0: np.int64(1)}
8927,8927,7925321,7925321,1,176,176,5.170484,{0: np.int64(1)}
8946,8946,7935742,7935742,1,1222,1222,7.108244,{0: np.int64(1)}
8958,8958,7948056,7948056,1,2136,2136,7.66669,{0: np.int64(1)}
8961,8961,7948754,7948754,1,696,696,6.54535,{1: np.int64(1)}
8964,8964,7949454,7949454,1,698,698,6.548219,{0: np.int64(1)}
8725,8725,6396317,6396317,1,630,630,6.44572,{0: np.int64(1)}
8976,8976,7951622,7951622,1,352,352,5.863631,{0: np.int64(1)}
8721,8721,6395684,6395684,1,376,376,5.929589,{1: np.int64(1)}
8982,8982,7952064,7952064,1,112,112,4.718499,{0: np.int64(1)}
8984,8984,7956725,7956725,1,4660,4660,8.446771,{1: np.int64(1)}
9043,9043,7984592,7984592,1,582,582,6.36647,{1: np.int64(1)}
9040,9040,7984008,7984008,1,2088,2088,7.643962,{0: np.int64(1)}
9034,9034,7976464,7976464,1,1436,1436,7.269617,{0: np.int64(1)}
9027,9027,7970167,7970167,1,430,430,6.063785,{0: np.int64(1)}
9014,9014,7964667,7964667,1,520,520,6.253829,{1: np.int64(1)}
9012,9012,7964146,7964146,1,74,74,4.304065,{0: np.int64(1)}
8709,8709,6376395,6376395,1,440,440,6.086775,{0: np.int64(1)}
9010,9010,7964071,7964071,1,218,218,5.384495,{1: np.int64(1)}
8995,8995,7959479,7959479,1,52,52,3.951244,{0: np.int64(1)}
9006,9006,7963519,7963519,1,996,996,6.903747,{1: np.int64(1)}
8711,8711,6380308,6380308,1,3912,3912,8.271804,{1: np.int64(1)}
8713,8713,6381613,6381613,1,1304,1304,7.173192,{0: np.int64(1)}
9004,9004,7962522,7962522,1,130,130,4.867534,{0: np.int64(1)}
9002,9002,7962391,7962391,1,390,390,5.966147,{1: np.int64(1)}
9000,9000,7962000,7962000,1,256,256,5.545177,{0: np.int64(1)}
8715,8715,6392900,6392900,1,11286,11286,9.331318,{1: np.int64(1)}
8718,8718,6395306,6395306,1,2404,2404,7.784889,{0: np.int64(1)}
9008,9008,7963852,7963852,1,332,332,5.805135,{0: np.int64(1)}
7917,7917,5476527,5476527,1,714,714,6.570883,{0: np.int64(1)}
9711,9711,8908167,8908167,1,5182,5182,8.552946,{0: np.int64(1)}
9713,9713,8919050,8919050,1,10882,10882,9.294865,{1: np.int64(1)}
7904,7904,5471993,5471993,1,2,2,0.693147,{1: np.int64(1)}
7902,7902,5471990,5471990,1,2,2,0.693147,{0: np.int64(1)}
9715,9715,8922679,8922679,1,3628,3628,8.196437,{0: np.int64(1)}
9717,9717,8922934,8922934,1,254,254,5.537334,{1: np.int64(1)}
9720,9720,8923192,8923192,1,256,256,5.545177,{0: np.int64(1)}
9723,9723,8948864,8948864,1,25670,25670,10.153078,{1: np.int64(1)}
7880,7880,5464601,5464601,1,592,592,6.383507,{1: np.int64(1)}
7878,7878,5464008,5464008,1,784,784,6.664409,{0: np.int64(1)}
9725,9725,8957423,8957423,1,8558,8558,9.054622,{0: np.int64(1)}
7873,7873,5460017,5460017,1,392,392,5.971262,{0: np.int64(1)}
9727,9727,8995070,8995070,1,37646,37646,10.535982,{1: np.int64(1)}
7867,7867,5458635,5458635,1,546,546,6.302619,{0: np.int64(1)}
8298,8298,5689660,5689660,1,114,114,4.736198,{0: np.int64(1)}
9738,9738,9029606,9029606,1,1270,1270,7.146772,{0: np.int64(1)}
9741,9741,9096090,9096090,1,66482,66482,11.104687,{1: np.int64(1)}
7843,7843,5439861,5439861,1,500,500,6.214608,{0: np.int64(1)}
9748,9748,9120014,9120014,1,442,442,6.09131,{0: np.int64(1)}
7837,7837,5433819,5433819,1,1778,1778,7.483244,{0: np.int64(1)}
7834,7834,5432039,5432039,1,1776,1776,7.482119,{1: np.int64(1)}
9751,9751,9120174,9120174,1,158,158,5.062595,{1: np.int64(1)}
9754,9754,9120336,9120336,1,160,160,5.075174,{0: np.int64(1)}
7831,7831,5430261,5430261,1,702,702,6.553933,{0: np.int64(1)}
7824,7824,5427454,5427454,1,154,154,5.036953,{0: np.int64(1)}
7819,7819,5425386,5425386,1,4346,4346,8.377011,{1: np.int64(1)}
9760,9760,9123514,9123514,1,1546,1546,7.343426,{0: np.int64(1)}
9763,9763,9125026,9125026,1,1510,1510,7.319865,{1: np.int64(1)}
9766,9766,9126540,9126540,1,1512,1512,7.321189,{0: np.int64(1)}
7803,7803,5414405,5414405,1,233,233,5.451038,{0: np.int64(1)}
9732,9732,9026214,9026214,1,4648,4648,8.444192,{0: np.int64(1)}
9663,9663,8652697,8652697,1,2302,2302,7.741534,{0: np.int64(1)}
9665,9665,8659546,8659546,1,6848,6848,8.831712,{1: np.int64(1)}
8011,8011,5500509,5500509,1,68,68,4.219508,{0: np.int64(1)}
9667,9667,8661831,8661831,1,2284,2284,7.733684,{0: np.int64(1)}
8004,8004,5498958,5498958,1,112,112,4.718499,{0: np.int64(1)}
8001,8001,5498844,5498844,1,110,110,4.70048,{1: np.int64(1)}
7998,7998,5498732,5498732,1,108,108,4.682131,{0: np.int64(1)}
9669,9669,8673290,8673290,1,11458,11458,9.346443,{1: np.int64(1)}
9679,9679,8741163,8741163,1,2822,2822,7.945201,{0: np.int64(1)}
9681,9681,8769596,8769596,1,28432,28432,10.255271,{1: np.int64(1)}
7983,7983,5498221,5498221,1,566,566,6.338594,{0: np.int64(1)}
7980,7980,5497653,5497653,1,334,334,5.811141,{1: np.int64(1)}
7977,7977,5497317,5497317,1,692,692,6.539586,{0: np.int64(1)}
7975,7975,5496624,5496624,1,2076,2076,7.638198,{1: np.int64(1)}
7973,7973,5494547,5494547,1,632,632,6.448889,{0: np.int64(1)}
7919,7919,5476954,5476954,1,426,426,6.054439,{1: np.int64(1)}
9685,9685,8774621,8774621,1,1256,1256,7.135687,{0: np.int64(1)}
9687,9687,8775878,8775878,1,1256,1256,7.135687,{1: np.int64(1)}
7956,7956,5489305,5489305,1,330,330,5.799093,{1: np.int64(1)}
7954,7954,5488974,5488974,1,40,40,3.688879,{0: np.int64(1)}
9689,9689,8776299,8776299,1,420,420,6.040255,{0: np.int64(1)}
9699,9699,8807339,8807339,1,116,116,4.75359,{0: np.int64(1)}
9701,9701,8848150,8848150,1,40810,40810,10.616682,{1: np.int64(1)}
9703,9703,8861755,8861755,1,13604,13604,9.518119,{0: np.int64(1)}
7936,7936,5485091,5485091,1,108,108,4.682131,{1: np.int64(1)}
7934,7934,5484982,5484982,1,94,94,4.543295,{0: np.int64(1)}
9705,9705,8881016,8881016,1,19260,19260,9.865786,{1: np.int64(1)}
7926,7926,5481865,5481865,1,469,469,6.150603,{1: np.int64(1)}
9707,9707,8887437,8887437,1,6420,6420,8.767173,{0: np.int64(1)}
7924,7924,5481395,5481395,1,4100,4100,8.318742,{1: np.int64(1)}
9709,9709,8902984,8902984,1,15546,15546,9.651559,{1: np.int64(1)}
9683,9683,8773364,8773364,1,3767,3767,8.234034,{1: np.int64(1)}
7696,7696,5396471,5396471,1,198,198,5.288267,{1: np.int64(1)}
7694,7694,5396272,5396272,1,56,56,4.025352,{0: np.int64(1)}
7692,7692,5396215,5396215,1,166,166,5.111988,{1: np.int64(1)}
7690,7690,5396048,5396048,1,132,132,4.882802,{0: np.int64(1)}
9922,9922,9253244,9253244,1,1970,1970,7.585789,{0: np.int64(1)}
9929,9929,9254379,9254379,1,652,652,6.480045,{0: np.int64(1)}
9933,9933,9256010,9256010,1,1628,1628,7.395108,{1: np.int64(1)}
9936,9936,9256882,9256882,1,870,870,6.768493,{0: np.int64(1)}
9939,9939,9257110,9257110,1,226,226,5.420535,{1: np.int64(1)}
9942,9942,9257340,9257340,1,228,228,5.429346,{0: np.int64(1)}
9945,9945,9257598,9257598,1,256,256,5.545177,{1: np.int64(1)}
9948,9948,9257858,9257858,1,258,258,5.55296,{0: np.int64(1)}
7649,7649,5376565,5376565,1,1102,1102,7.004882,{0: np.int64(1)}
7646,7646,5375461,5375461,1,1100,1100,7.003065,{1: np.int64(1)}
7644,7644,5374360,5374360,1,4920,4920,8.501064,{0: np.int64(1)}
7801,7801,5414171,5414171,1,28,28,3.332205,{0: np.int64(1)}
7640,7640,5354682,5354682,1,642,642,6.464588,{0: np.int64(1)}
9951,9951,9258852,9258852,1,992,992,6.899723,{1: np.int64(1)}
9954,9954,9259848,9259848,1,994,994,6.901737,{0: np.int64(1)}
9957,9957,9260842,9260842,1,992,992,6.899723,{1: np.int64(1)}
7631,7631,5345011,5345011,1,202,202,5.308268,{0: np.int64(1)}
7628,7628,5344807,5344807,1,200,200,5.298317,{1: np.int64(1)}
9960,9960,9261838,9261838,1,994,994,6.901737,{0: np.int64(1)}
7626,7626,5344606,5344606,1,1140,1140,7.038784,{0: np.int64(1)}
9963,9963,9267144,9267144,1,5304,5304,8.576217,{1: np.int64(1)}
9966,9966,9272452,9272452,1,5306,5306,8.576594,{0: np.int64(1)}
7616,7616,5326201,5326201,1,2904,2904,7.973844,{1: np.int64(1)}
7614,7614,5323296,5323296,1,1022,1022,6.929517,{0: np.int64(1)}
7605,7605,5304127,5304127,1,418,418,6.035481,{0: np.int64(1)}
9975,9975,9282223,9282223,1,340,340,5.828946,{0: np.int64(1)}
7600,7600,5302019,5302019,1,1300,1300,7.17012,{1: np.int64(1)}
7642,7642,5369439,5369439,1,14756,14756,9.599405,{1: np.int64(1)}
7799,7799,5414142,5414142,1,85,85,4.442651,{1: np.int64(1)}
9771,9771,9137338,9137338,1,961,961,6.867974,{1: np.int64(1)}
7791,7791,5413735,5413735,1,300,300,5.703782,{0: np.int64(1)}
9781,9781,9149295,9149295,1,2388,2388,7.778211,{0: np.int64(1)}
7781,7781,5411849,5411849,1,33,33,3.496508,{0: np.int64(1)}
7779,7779,5411815,5411815,1,232,232,5.446737,{0: np.int64(1)}
7777,7777,5411582,5411582,1,692,692,6.539586,{1: np.int64(1)}
7775,7775,5410889,5410889,1,14,14,2.639057,{0: np.int64(1)}
9794,9794,9165964,9165964,1,640,640,6.461468,{0: np.int64(1)}
9800,9800,9174722,9174722,1,2190,2190,7.691657,{0: np.int64(1)}
9812,9812,9183156,9183156,1,370,370,5.913503,{0: np.int64(1)}
9829,9829,9190129,9190129,1,292,292,5.676754,{0: np.int64(1)}
9840,9840,9192346,9192346,1,618,618,6.426488,{0: np.int64(1)}
9843,9843,9192780,9192780,1,432,432,6.068426,{1: np.int64(1)}
9846,9846,9193216,9193216,1,434,434,6.073045,{0: np.int64(1)}
9919,9919,9251272,9251272,1,1968,1968,7.584773,{1: np.int64(1)}
